F2,F3,F4,F8,F9,F13,F14,F18,F19,F23,F24,F28,F29,F33,F34,F38,F39,F43,F44,F48,F49,F53,F54,F58,F59,F63,F64,F68,F69,F73,F74,F78,F79,F83,F84,F88,F89,F93,F94,F98,F99,F103,F104,F108,F109,F113,F114,F118,F119,F123,F124,F128,F129,F133,F134,F138,F139,F143,F144,F148,F149,F153,F154,F158,F159,F163,F164,F168,F169,F173,F174,F178,F179,F183,F184,F188,F189,F193,F194,F198,F199,F203,F204,F208,F209,F213,F214,F218,F219,F223,F224,F228,F229,F233,F234,F238,F239,F243,F244,F248,F249,F253,F254,F258,F259
Description,United States Total,,Alabama,,Alaska,,Arizona,,Arkansas,,California,,Colorado,,Connecticut,,Delaware,,District of Columbia,,Florida,,Georgia,,Hawaii,,Idaho,,Illinois,,Indiana,,Iowa,,Kansas,,Kentucky,,Louisiana,,Maine,,Maryland,,Massachusetts,,Michigan,,Minnesota,,Mississippi,,Missouri,,Montana,,Nebraska,,Nevada,,New Hampshire,,New Jersey,,New Mexico,,New York,,North Carolina,,North Dakota,,Ohio,,Oklahoma,,Oregon,,Pennsylvania,,Rhode Island,,South Carolina,,South Dakota,,Tennessee,,Texas,,Utah,,Vermont,,Virginia,,Washington,,West Virginia,,Wisconsin,,Wyoming,
,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local
,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV
,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
Description,C1,C2,C6,C7,C11,C12,C16,C17,C21,C22,C26,C27,C31,C32,C36,C37,C41,C42,C46,C47,C51,C52,C56,C57,C61,C62,C66,C67,C71,C72,C76,C77,C81,C82,C86,C87,C91,C92,C96,C97,C101,C102,C106,C107,C111,C112,C116,C117,C121,C122,C126,C127,C131,C132,C136,C137,C141,C142,C146,C147,C151,C152,C156,C157,C161,C162,C166,C167,C171,C172,C176,C177,C181,C182,C186,C187,C191,C192,C196,C197,C201,C202,C206,C207,C211,C212,C216,C217,C221,C222,C226,C227,C231,C232,C236,C237,C241,C242,C246,C247,C251,C252,C256,C257
               Sea and inland port facilities,"6,785,905",1.12,"156,277",0.00,"141,654",0.36,0,0.00,"4,173",4.56,"1,050,312",0.52,0,0.00,"1,229",6.76,"10,532",0.00,0,0.00,"868,902",5.54,"715,387",0.00,"66,552",0.00,"1,160",0.00,"8,372",0.00,"60,904",4.26,24,0.00,0,0.00,"30,112",12.31,"382,157",0.52,"3,924",3.11,"138,556",0.00,"110,829",0.02,691,10.50,"65,766",0.00,"56,865",5.15,"5,418",0.00,"2,735",0.00,0,0.00,0,0.00,0,0.00,"64,328",0.00,0,0.00,"232,854",13.72,"75,757",0.00,0,0.00,"22,894",0.00,"13,271",0.00,"148,257",21.22,"17,461",0.00,"2,831",0.00,"493,623",0.00,0,0.00,"1,708",0.00,"748,374",4.31,0,0.00,0,0.00,"479,415",0.00,"579,906",3.18,0,0.00,"22,694",0.00,0,0.00
     Public safety:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Police protection,"134,976,395",0.42,"1,450,860",1.78,"405,508",0.90,"2,895,752",0.46,"730,710",1.07,"24,897,685",1.94,"2,438,962",0.63,"1,307,453",1.12,"394,105",1.46,"668,928",0.00,"10,587,897",1.02,"3,222,875",1.20,"578,710",0.00,"534,533",0.95,"5,971,534",1.68,"1,708,408",1.58,"946,948",1.96,"1,147,771",1.46,"1,047,006",1.02,"1,595,832",1.44,"353,116",1.67,"3,148,625",0.32,"2,463,847",1.19,"2,918,862",1.72,"2,570,716",1.12,"791,351",1.11,"2,092,906",2.81,"374,408",1.05,"556,345",1.72,"1,464,959",0.05,"486,148",4.47,"4,216,327",2.75,"751,505",1.32,"10,709,817",0.63,"3,797,811",1.11,"275,627",1.74,"3,919,693",1.64,"1,179,575",1.81,"1,650,130",1.51,"4,983,900",1.93,"494,698",0.00,"1,411,790",1.27,"245,154",1.01,"2,303,915",0.85,"9,828,631",1.42,"890,595",0.89,"282,678",1.23,"2,911,824",0.70,"2,687,422",2.34,"468,991",1.46,"1,991,580",1.40,"221,969",1.58
               Fire protection,"61,230,685",0.98,"566,469",1.23,"250,147",1.10,"1,492,456",0.64,"334,713",1.54,"11,290,539",4.08,"2,142,636",7.89,"604,643",3.01,"45,669",0.34,"370,694",0.00,"5,215,336",1.18,"1,462,497",1.69,"284,719",0.00,"267,729",7.12,"2,772,845",4.11,"1,022,771",3.69,"299,391",1.30,"403,640",1.68,"455,108",3.31,"773,619",0.66,"204,903",2.68,"1,441,697",0.23,"1,433,991",1.53,"1,336,347",3.63,"567,069",3.21,"340,617",3.60,"1,318,477",14.03,"162,852",8.73,"318,214",11.23,"645,989",0.01,"312,263",14.65,"964,798",4.22,"301,155",0.89,"4,133,491",2.97,"1,191,220",1.09,"90,182",0.65,"2,091,648",5.22,"602,121",1.79,"1,050,404",5.01,"988,501",3.10,"338,097",1.73,"702,874",1.46,"85,631",0.66,"894,102",0.99,"4,494,729",2.08,"424,872",0.76,"88,923",5.20,"1,674,572",1.12,"1,890,426",3.02,"130,894",0.65,"872,242",12.16,"81,762",2.71
               Correction,"86,905,847",0.13,"927,482",0.47,"379,352",0.02,"1,877,085",0.01,"537,914",0.80,"17,995,178",0.07,"1,491,360",0.40,"879,171",0.00,"376,554",0.00,"275,847",0.00,"5,143,835",0.09,"2,120,035",1.21,"221,229",0.00,"492,724",0.38,"2,387,783",0.25,"1,246,008",0.86,"492,994",2.22,"571,907",2.41,"903,404",2.31,"906,027",0.65,"264,201",3.47,"1,982,631",0.03,"1,632,536",0.00,"2,441,235",0.33,"1,167,359",1.21,"556,131",2.17,"888,414",1.58,"285,462",0.58,"595,559",2.25,"865,157",0.00,"214,647",0.00,"2,016,762",0.01,"806,699",0.14,"6,097,247",0.17,"2,234,429",0.21,"225,907",0.09,"2,220,011",0.39,"741,319",0.45,"1,603,532",1.61,"3,780,327",0.32,"225,503",0.00,"802,051",0.48,"231,445",4.14,"1,235,780",0.68,"6,298,999",0.70,"614,483",0.05,"149,604",0.00,"3,018,432",2.56,"2,153,289",0.80,"472,396",0.63,"1,646,360",0.48,"212,052",1.07
                    Capital outlay,"2,602,527",0.19,"37,621",0.00,"10,626",0.00,"39,261",0.00,"33,258",0.00,"797,384",0.00,"12,803",0.00,"3,241",0.00,"8,233",0.00,"7,962",0.00,"138,797",0.19,"107,232",1.41,"2,340",0.00,"10,376",0.00,"13,848",0.00,"9,609",10.99,"2,776",0.00,"26,150",0.00,"14,012",27.40,"26,714",0.00,"3,316",0.13,"19,046",0.00,"47,974",0.00,"22,303",0.00,"14,516",6.26,"9,201",0.29,"10,517",0.00,"10,575",0.00,"52,343",0.00,"24,725",0.00,"2,240",0.00,"13,947",0.00,"22,691",0.00,"199,092",0.73,"92,255",0.02,"49,310",0.00,"111,689",0.29,"25,143",0.00,"45,172",3.19,"46,983",2.08,"6,303",0.00,"31,971",0.00,"20,968",0.00,"20,481",0.44,"74,454",0.90,"46,384",0.00,"2,727",0.00,"100,707",0.00,"88,193",0.27,"11,674",0.00,"71,153",0.30,"2,233",0.00
               Protective inspection and regulation,"17,048,730",0.55,"175,248",1.40,"44,699",0.00,"226,430",1.81,"108,104",0.21,"5,497,676",1.58,"140,356",0.62,"106,321",0.82,"100,743",0.62,"131,873",0.00,"1,093,098",1.59,"156,550",3.50,"76,734",0.00,"87,926",1.09,"238,966",1.09,"137,984",0.11,"117,775",1.33,"87,620",0.70,"152,468",0.07,"123,150",4.39,"57,650",0.93,"370,650",0.44,"356,073",2.69,"478,855",2.80,"149,174",0.97,"93,165",0.15,"129,817",1.52,"43,576",0.09,"82,883",1.68,"219,217",0.00,"72,654",2.40,"530,352",2.20,"65,039",0.00,"737,285",1.24,"374,093",0.50,"70,885",0.04,"327,766",0.91,"178,492",0.33,"537,446",0.77,"419,358",2.51,"44,485",0.00,"177,980",0.29,"41,249",1.20,"152,445",0.18,"1,007,700",1.40,"106,391",1.24,"56,347",0.00,"333,699",0.36,"627,224",0.69,"82,763",0.21,"281,737",0.84,"38,563",0.39
     Environment and housing:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Natural resources,"36,632,623",1.03,"229,879",0.00,"363,556",0.00,"537,893",5.50,"285,575",0.11,"7,804,895",2.57,"701,214",0.02,"172,639",0.15,"82,941",0.50,"111,503",0.00,"5,021,030",1.90,"599,630",5.29,"168,975",0.00,"317,583",0.80,"683,525",16.56,"472,778",2.37,"535,960",4.58,"259,431",1.13,"433,573",0.14,"1,093,135",0.31,"157,411",0.18,"789,724",0.03,"337,067",0.62,"446,081",0.00,"911,347",1.59,"321,128",1.58,"397,548",0.01,"390,801",0.17,"304,845",0.35,"330,546",1.55,"48,801",0.30,"687,439",0.00,"369,309",3.95,"573,988",1.00,"836,807",0.78,"468,267",0.76,"517,220",2.73,"234,323",0.18,"756,388",0.38,"795,178",2.97,"90,784",0.10,"271,127",0.39,"169,181",0.47,"541,654",0.06,"2,547,270",10.84,"442,629",0.30,"140,516",0.00,"342,630",0.26,"1,366,794",0.64,"212,776",0.00,"734,040",2.07,"223,290",2.46
                    Capital outlay,"6,610,310",2.90,"18,298",0.00,"29,446",0.00,"64,909",1.00,"17,586",0.00,"1,073,667",0.40,"146,770",0.00,"12,065",0.00,"19,234",0.00,"3,577",0.00,"1,426,257",6.29,"49,223",0.14,"50,828",0.00,"20,688",0.10,"89,585",0.04,"36,971",0.13,"92,693",0.18,"16,215",1.18,"46,879",0.00,"432,657",0.59,"6,132",0.00,"133,438",0.03,"82,892",0.00,"21,493",0.00,"115,410",1.31,"46,850",0.00,"36,754",0.04,"15,931",0.95,"64,437",0.49,"134,455",0.00,"4,236",0.00,"75,220",0.00,"61,447",22.25,"87,350",0.43,"114,837",0.22,"59,126",5.08,"53,776",3.51,"18,201",0.00,"124,009",0.14,"83,249",0.50,"14,189",0.00,"19,850",0.00,"10,563",0.00,"27,850",0.20,"990,153",17.04,"86,992",0.06,"4,646",0.00,"34,554",0.00,"344,524",1.34,"20,093",0.00,"59,342",0.08,"10,763",1.43
               Parks and recreation,"47,553,587",0.64,"497,057",2.75,"127,231",0.33,"787,023",1.17,"273,815",1.09,"7,109,236",2.45,"1,990,691",8.15,"264,482",2.45,"89,680",0.79,"345,910",0.00,"4,100,749",2.76,"986,937",1.50,"314,123",0.00,"219,256",0.68,"2,546,509",3.47,"531,255",0.94,"418,125",2.70,"363,265",1.11,"356,991",0.77,"801,717",0.94,"94,296",3.40,"1,196,655",0.24,"506,077",2.56,"999,071",4.53,"1,376,007",2.12,"259,983",1.48,"699,464",1.03,"104,514",0.93,"313,322",5.31,"678,089",0.04,"94,999",3.44,"645,469",3.78,"299,770",0.57,"3,136,996",1.71,"1,267,661",2.34,"266,169",5.64,"1,637,520",1.80,"545,354",1.48,"747,828",1.11,"1,213,643",3.28,"65,790",0.86,"647,632",1.49,"166,462",0.55,"582,766",0.78,"3,418,912",0.99,"645,935",0.92,"84,154",0.98,"1,159,134",0.32,"1,474,169",3.50,"191,434",0.78,"760,005",2.91,"150,257",2.10
                    Capital outlay,"12,005,042",1.48,"77,697",6.50,"16,873",0.20,"169,482",0.00,"75,083",0.71,"1,576,701",6.96,"570,613",2.83,"35,485",1.18,"23,806",0.00,"88,544",0.00,"1,119,089",9.00,"286,273",2.86,"90,693",0.00,"53,941",0.49,"482,092",7.60,"76,583",0.58,"56,629",6.60,"85,445",1.54,"49,765",2.60,"214,471",1.07,"8,642",0.00,"206,889",0.66,"117,255",2.90,"260,175",14.82,"353,074",6.36,"71,006",4.97,"158,170",1.43,"11,847",0.30,"107,528",14.46,"285,769",0.00,"1,840",0.00,"48,111",1.03,"44,118",0.00,"1,174,809",4.27,"379,449",1.04,"50,043",1.47,"463,703",5.06,"174,970",1.15,"137,501",1.23,"258,302",10.85,"9,333",0.00,"135,397",3.33,"23,789",0.10,"93,731",1.40,"1,127,074",1.15,"128,720",1.31,"8,456",0.18,"262,263",0.28,"480,370",6.71,"5,799",0.00,"236,550",8.18,"31,094",5.58
               Housing and community development,"65,005,887",0.43,"612,762",4.73,"311,649",1.38,"674,739",0.40,"254,668",11.31,"10,545,080",1.34,"1,588,173",3.19,"792,600",1.70,"219,041",0.03,"636,233",0.00,"2,871,843",1.67,"1,111,433",6.18,"422,169",0.00,"279,725",2.85,"2,567,351",0.62,"1,140,927",3.75,"427,941",1.00,"240,128",2.07,"456,504",0.01,"584,457",1.73,"352,919",1.62,"2,353,637",0.04,"3,558,513",1.90,"1,291,890",0.88,"1,210,873",2.12,"355,344",0.75,"836,582",0.06,"111,587",0.11,"270,180",3.02,"385,208",0.00,"296,674",0.47,"1,484,361",2.10,"214,773",2.14,"8,116,705",0.04,"2,013,437",0.73,"97,949",1.51,"2,271,021",0.97,"652,096",15.39,"1,167,482",0.13,"2,514,043",1.29,"265,906",9.78,"566,717",0.47,"113,648",2.33,"1,138,371",12.68,"2,957,613",1.61,"560,411",3.00,"233,931",1.88,"1,498,340",0.34,"1,750,613",3.37,"214,929",0.86,"392,390",2.99,"20,319",0.00
               Sewerage,"67,987,201",0.79,"487,143",1.01,"139,708",1.14,"762,044",0.61,"344,620",1.56,"10,586,419",3.87,"1,405,838",2.59,"574,288",1.77,"158,506",3.02,"403,613",0.00,"4,998,680",1.28,"1,522,265",1.99,"539,576",0.00,"260,125",2.82,"1,735,410",2.96,"1,568,597",0.98,"832,040",3.78,"517,368",1.15,"1,455,488",0.28,"571,968",1.83,"276,913",7.69,"1,649,372",1.43,"1,476,042",1.46,"3,280,267",2.40,"1,199,500",4.36,"278,094",1.29,"1,319,504",0.88,"143,550",1.05,"372,327",3.69,"583,229",3.47,"221,236",6.45,"1,699,301",5.29,"244,527",4.16,"4,216,597",2.56,"1,227,859",2.10,"132,972",0.56,"2,593,728",1.24,"431,344",5.62,"1,150,289",0.93,"2,712,743",6.87,"169,358",0.16,"860,182",2.55,"124,257",4.78,"1,030,069",1.14,"5,205,738",3.75,"524,990",4.19,"99,724",1.00,"1,752,822",0.86,"2,406,452",2.52,"280,919",2.13,"1,376,197",3.27,"83,403",2.22
                    Capital outlay,"22,927,217",0.73,"168,073",1.46,"51,485",0.12,"231,732",0.00,"131,471",2.69,"3,479,978",1.58,"519,777",5.23,"215,146",0.19,"12,604",0.00,"220,965",0.00,"1,379,046",0.90,"278,073",1.52,"353,281",0.00,"79,636",7.02,"694,082",5.51,"648,473",0.50,"370,502",8.32,"175,682",2.32,"705,654",0.09,"126,437",6.38,"114,396",14.91,"357,744",0.00,"531,652",2.29,"419,324",10.22,"290,549",17.22,"81,915",0.16,"613,387",0.87,"60,694",0.13,"180,117",7.37,"233,361",0.00,"62,015",0.60,"377,250",6.74,"105,190",0.00,"2,472,329",4.10,"438,525",0.11,"69,608",0.20,"843,549",1.65,"134,261",2.78,"433,140",1.04,"445,229",3.48,"17,698",0.00,"375,520",1.83,"59,521",8.08,"345,959",2.71,"1,995,173",3.19,"186,978",0.34,"32,397",0.29,"686,519",0.42,"739,630",3.73,"93,477",0.26,"259,868",2.50,"28,146",3.41
               Solid waste management,"29,778,671",0.75,"383,727",3.82,"133,604",0.77,"507,593",0.43,"252,260",3.59,"4,070,634",4.42,"179,347",1.58,"279,388",4.37,"118,558",0.37,"172,217",0.00,"3,176,871",1.12,"888,705",2.37,"281,243",0.00,"211,952",0.98,"528,440",4.38,"307,774",1.62,"364,213",1.52,"180,068",4.75,"238,974",2.01,"380,688",2.30,"123,194",3.95,"792,541",0.50,"445,836",2.29,"561,952",3.47,"498,104",3.21,"220,959",1.75,"167,329",1.89,"105,194",1.67,"148,612",3.84,"38,078",0.42,"144,201",4.95,"1,068,134",4.52,"243,946",0.35,"3,896,368",0.84,"916,751",1.53,"90,706",0.76,"622,942",2.08,"329,566",4.24,"190,404",1.67,"984,226",4.03,"100,330",0.00,"509,579",2.65,"62,080",3.83,"496,871",2.79,"1,787,419",4.00,"236,886",1.19,"42,315",4.90,"801,763",1.74,"852,733",4.65,"66,424",2.68,"488,152",3.78,"88,821",5.06
                    Capital outlay,"2,373,994",0.81,"37,194",1.00,"38,706",0.00,"61,660",0.05,"22,996",0.00,"20,102",0.00,"29,438",0.00,"2,865",0.00,"12,388",0.00,"34,859",0.00,"285,391",0.02,"68,126",1.94,"48,455",0.00,"16,736",4.57,"118,306",13.16,"26,479",2.13,"40,926",2.17,"10,469",10.13,"18,898",4.35,"7,779",2.82,"4,664",0.00,"11,138",0.18,"5,264",2.23,"56,595",3.84,"36,402",13.79,"12,292",0.05,"17,748",0.00,"21,296",0.85,"33,995",0.72,"4,875",0.00,"4,530",0.00,"21,347",0.00,"38,115",0.00,"386,447",0.35,"99,596",3.38,"15,748",0.00,"51,078",2.78,"18,324",8.86,"15,176",0.00,"113,277",0.31,"2,964",0.00,"66,898",3.61,"16,041",0.00,"40,397",11.13,"124,169",3.01,"13,224",0.01,900,0.00,"146,233",0.00,"36,123",4.03,"1,313",0.00,"39,859",13.98,"16,193",0.60
     Governmental administration:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Financial administration,"54,784,664",0.23,"749,791",2.72,"408,072",0.45,"574,379",1.22,"832,886",0.50,"4,974,509",0.82,"1,298,601",0.66,"643,679",1.88,"298,685",0.27,"392,780",0.00,"4,373,982",0.78,"1,428,803",1.31,"447,832",0.00,"424,702",0.51,"1,978,870",3.99,"643,218",0.76,"478,345",1.24,"457,655",0.94,"497,060",0.60,"781,732",1.29,"383,784",0.87,"1,264,087",0.16,"1,304,649",0.63,"1,302,676",1.05,"1,761,029",0.78,"556,689",0.95,"718,550",0.99,"275,240",0.37,"279,540",1.87,"423,620",1.45,"597,705",0.80,"1,545,208",1.36,"455,084",0.89,"4,077,320",0.67,"1,624,472",0.92,"281,606",1.24,"1,844,659",1.66,"642,425",1.24,"1,194,811",0.93,"2,348,289",0.50,"245,058",0.00,"631,824",0.57,"348,936",1.04,"1,046,043",1.10,"3,242,991",0.86,"723,904",0.13,"123,524",2.02,"1,673,182",0.57,"973,633",2.30,"436,931",0.87,"574,633",1.25,"196,982",1.06
               Judicial and legal,"52,416,687",0.19,"443,292",1.28,"250,638",0.05,"1,045,356",0.57,"262,528",1.44,"9,247,820",0.64,"997,969",0.07,"682,771",0.19,"200,053",0.19,"231,820",0.00,"2,671,912",0.16,"1,578,251",1.36,"308,221",0.00,"261,547",1.63,"1,586,008",0.81,"692,805",1.05,"390,834",1.64,"389,975",2.41,"586,893",0.51,"663,532",1.34,"128,617",0.75,"1,060,252",0.07,"1,154,863",0.17,"1,543,611",1.00,"815,716",0.30,"307,668",1.08,"643,426",2.43,"219,160",0.68,"206,380",4.55,"557,736",0.00,"175,440",0.37,"1,607,094",1.19,"378,630",0.18,"4,938,497",0.32,"1,001,200",0.08,"121,256",0.25,"1,926,678",1.14,"361,854",0.71,"911,819",0.57,"2,237,898",0.72,"152,089",0.00,"516,151",0.47,"110,375",2.29,"871,810",0.65,"3,885,280",1.49,"428,024",0.19,"112,568",0.33,"1,113,611",0.84,"1,302,214",0.83,"275,489",0.05,"730,867",0.77,"128,190",2.70
               General public buildings,"17,357,113",0.84,"120,459",1.66,"83,556",1.16,"217,305",2.48,"41,223",7.90,"792,769",5.82,"458,099",0.54,"117,274",6.41,"95,914",0.58,"246,128",0.00,"319,591",8.67,"603,525",3.55,"118,726",0.00,"171,398",0.98,"923,659",2.72,"188,866",1.09,"127,418",2.64,"213,574",0.96,"87,418",4.30,"115,573",0.34,"103,078",1.82,"624,545",0.32,"981,830",3.08,"207,113",5.91,"305,096",1.77,"104,739",2.48,"239,625",2.21,"68,077",1.56,"80,702",2.37,"147,590",0.33,"74,852",3.28,"412,524",4.10,"155,027",0.62,"1,503,889",1.28,"517,104",1.63,"63,876",1.59,"537,339",18.22,"55,482",0.83,"286,527",4.95,"1,455,883",3.89,"92,639",0.00,"273,326",2.20,"64,244",2.72,"392,820",1.35,"1,134,925",2.47,"450,375",0.55,"32,580",4.17,"1,119,637",1.07,"206,306",3.82,"132,508",0.39,"416,435",8.40,"73,946",2.08
               Other governmental administration,"44,035,638",0.73,"561,895",4.81,"299,712",1.06,"863,217",0.94,"274,997",3.35,"8,176,922",2.31,"1,406,537",0.88,"667,034",1.95,"165,841",2.31,"247,842",0.00,"1,629,139",1.69,"851,552",3.49,"413,859",0.00,"182,969",1.84,"2,259,985",8.86,"1,071,527",2.50,"280,460",3.43,"521,770",5.24,"558,455",1.51,"600,008",1.76,"167,930",3.58,"707,147",0.48,"487,273",1.22,"937,003",4.31,"655,344",3.90,"294,180",1.81,"673,739",5.24,"186,059",1.43,"235,551",2.61,"369,335",0.00,"261,747",5.96,"655,815",2.73,"285,102",1.21,"1,389,042",1.82,"1,481,482",2.45,"110,928",3.53,"1,531,078",2.01,"612,011",2.19,"1,094,583",1.78,"2,026,106",2.54,"351,945",0.00,"808,816",2.27,"95,650",3.00,"644,226",1.59,"3,044,365",3.14,"592,076",0.77,"110,394",3.89,"848,674",4.50,"775,635",4.43,"307,835",2.39,"1,060,708",1.13,"200,144",1.86
     Interest on general debt,"112,695,235",0.25,"1,166,590",4.44,"272,310",0.09,"1,325,766",0.25,"564,322",1.64,"17,478,625",1.06,"2,644,202",2.52,"2,138,865",0.30,"317,908",0.77,"663,008",0.00,"3,642,704",1.71,"1,535,459",0.55,"402,665",0.00,"255,624",0.58,"7,472,835",0.82,"1,876,644",0.25,"639,131",0.69,"612,512",1.02,"1,399,023",3.47,"1,140,912",0.18,"299,609",0.87,"2,473,746",0.33,"3,215,327",0.49,"2,755,787",0.37,"1,580,682",0.57,"531,703",0.19,"1,773,777",0.61,"206,753",0.28,"379,058",1.85,"964,781",0.01,"396,310",0.46,"3,352,131",0.70,"626,314",0.39,"14,871,096",0.22,"1,976,671",0.76,"313,312",3.61,"3,610,919",1.19,"515,089",0.90,"1,383,475",0.40,"4,263,034",1.16,"516,987",0.10,"933,387",0.43,"196,782",0.45,"1,623,154",0.38,"10,418,092",1.42,"534,570",0.36,"145,144",1.01,"2,313,024",0.63,"3,090,187",0.40,"384,551",0.28,"1,449,251",1.10,"51,429",1.29
"     General expenditure, n.e.c.:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Miscellaneous commercial activities,"5,529,760",5.11,"13,831",3.13,"401,285",0.24,"11,799",13.60,"42,336",0.04,"1,277,243",22.11,"86,975",2.80,"3,625",7.20,0,0.00,0,0.00,"2,166,710",0.00,"50,412",1.61,694,0.00,"6,377",1.00,"9,339",14.07,"25,794",2.26,"75,938",2.09,"17,514",31.53,"54,918",0.28,"51,228",5.07,"10,802",7.75,"39,027",0.00,"18,448",12.75,"88,517",8.40,"29,549",2.55,"9,350",3.29,"31,335",2.31,"66,065",0.01,"11,006",3.32,"26,680",0.00,"6,815",10.54,931,0.00,"4,757",14.69,"50,434",2.02,"16,717",0.65,"279,394",0.00,"71,920",4.29,"33,713",5.00,"26,454",0.00,"5,166",2.46,"2,849",0.00,"6,955",4.23,"38,259",0.00,"37,297",0.09,"41,339",3.80,"49,198",0.78,"36,399",0.63,"14,482",0.05,"138,213",2.39,"1,446",10.51,"17,580",20.90,"22,644",1.12
               Other and unallocable,"195,154,025",0.66,"2,032,542",4.13,"984,240",0.27,"1,618,939",0.29,"527,887",1.58,"21,149,017",3.56,"2,850,488",5.48,"4,727,388",2.58,"590,702",0.16,"1,208,418",0.00,"12,956,284",5.20,"5,232,979",1.07,"2,886,377",0.00,"609,863",0.47,"12,035,067",1.56,"3,515,111",1.20,"1,838,173",2.31,"1,312,365",3.22,"1,017,611",1.76,"2,422,601",0.49,"762,069",1.55,"4,726,838",0.24,"9,537,833",1.20,"5,646,571",1.57,"2,993,480",1.76,"808,161",0.99,"3,622,406",1.04,"307,824",1.26,"1,751,953",1.45,"981,709",1.00,"867,967",1.37,"10,897,300",1.61,"1,704,427",0.07,"24,785,631",0.45,"2,766,238",0.62,"549,212",2.02,"4,035,534",2.14,"1,122,142",2.47,"2,998,129",0.83,"4,305,556",1.52,"942,125",0.97,"1,652,213",0.66,"414,015",1.47,"2,878,659",0.63,"9,749,681",1.42,"1,835,100",1.04,"728,466",0.60,"3,881,227",2.50,"3,960,787",16.62,"760,000",0.11,"2,590,680",1.99,"1,074,040",0.30
     Utility expenditure,"257,360,144",0.42,"3,264,326",1.72,"751,238",6.56,"6,166,554",0.66,"994,160",1.23,"54,966,983",0.79,"4,550,613",1.44,"1,649,048",0.71,"581,916",0.51,"3,755,052",0.00,"11,842,311",1.10,"6,678,442",0.56,"1,242,973",0.00,"252,565",2.55,"8,883,366",1.52,"2,740,372",2.29,"1,371,766",2.25,"1,537,339",0.88,"2,119,158",2.30,"1,401,675",1.35,"189,961",7.77,"3,887,971",0.19,"7,311,309",0.86,"3,513,305",3.06,"3,408,710",1.07,"886,577",1.80,"2,707,894",0.92,"239,269",3.13,"4,593,649",0.58,"1,529,817",0.24,"197,687",2.47,"4,959,339",1.51,"780,408",4.39,"34,510,362",0.21,"4,615,069",0.58,"371,754",2.36,"3,826,606",1.83,"2,221,771",2.04,"2,885,719",1.34,"4,941,944",2.50,"338,298",0.42,"3,556,561",0.79,"397,991",0.77,"8,549,496",0.86,"21,006,979",4.39,"2,676,651",0.69,"283,113",7.51,"3,706,934",0.24,"11,530,146",1.18,"347,735",4.95,"2,397,543",1.33,"239,718",2.21
