F2,F3,F4,F8,F9,F13,F14,F18,F19,F23,F24,F28,F29,F33,F34,F38,F39,F43,F44,F48,F49,F53,F54,F58,F59,F63,F64,F68,F69,F73,F74,F78,F79,F83,F84,F88,F89,F93,F94,F98,F99,F103,F104,F108,F109,F113,F114,F118,F119,F123,F124,F128,F129,F133,F134,F138,F139,F143,F144,F148,F149,F153,F154,F158,F159,F163,F164,F168,F169,F173,F174,F178,F179,F183,F184,F188,F189,F193,F194,F198,F199,F203,F204,F208,F209,F213,F214,F218,F219,F223,F224,F228,F229,F233,F234,F238,F239,F243,F244,F248,F249,F253,F254,F258,F259
                    Capital outlay,"69,594,123",0.14,"650,947",0.00,"128,691",0.51,"748,089",0.00,"575,721",0.00,"9,049,672",0.00,"1,831,764",0.00,"504,596",0.53,"125,172",0.00,"375,581",0.00,"2,330,227",0.00,"1,986,647",0.00,"318,018",0.00,"150,634",0.00,"2,211,232",0.00,"1,296,122",0.00,"803,516",0.00,"863,466",0.00,"759,773",0.00,"572,359",0.00,"187,795",0.22,"1,594,498",0.00,"996,785",4.64,"1,560,267",0.00,"2,198,955",0.00,"318,987",0.00,"829,421",0.00,"285,146",0.00,"536,766",0.00,"616,129",0.00,"165,101",0.00,"1,649,650",0.23,"514,830",0.00,"5,706,077",0.00,"1,287,296",4.73,"251,741",0.00,"1,991,254",0.00,"709,753",0.00,"1,060,712",0.00,"2,032,193",0.00,"74,475",0.00,"1,320,716",0.00,"213,910",0.00,"833,529",1.40,"10,155,954",0.00,"830,784",0.00,"65,936",0.00,"1,384,453",4.22,"3,020,301",0.00,"201,983",0.00,"1,515,500",0.02,"201,000",0.00
                 Other education,"59,334,499",0.00,"1,145,233",0.00,"112,546",0.00,"2,458,521",0.00,"562,798",0.00,"6,850,601",0.00,"1,080,930",0.00,"653,829",0.00,"493,082",0.00,0,0.00,"4,059,732",0.00,"2,422,765",0.00,"130,450",0.00,"246,030",0.00,"1,853,320",0.00,"1,252,865",0.00,"521,763",0.00,"304,793",0.00,"1,109,798",0.00,"883,170",0.00,"206,085",0.00,"853,084",0.00,"1,404,898",0.00,"1,667,021",0.00,"1,059,213",0.00,"611,134",0.00,"911,822",0.00,"102,712",0.00,"268,384",0.00,"633,816",0.00,"260,353",0.00,"4,149,010",0.00,"388,605",0.00,"2,124,887",0.00,"1,906,218",0.00,"125,845",0.00,"1,553,760",0.00,"629,014",0.00,"1,331,213",0.00,"2,550,362",0.00,"271,978",0.00,"1,557,017",0.00,"127,503",0.00,"1,076,492",0.00,"2,569,490",0.00,"317,038",0.00,"241,192",0.00,"1,192,548",0.00,"1,453,011",0.00,"504,407",0.00,"940,220",0.00,"203,941",0.00
               Libraries,"12,936,494",1.93,"93,610",3.69,"43,845",0.98,"198,719",1.27,"105,510",5.08,"1,767,857",5.44,"322,801",11.53,"176,167",0.60,"46,148",0.00,"128,721",0.00,"569,576",1.42,"170,154",1.95,"38,121",0.00,"67,123",12.80,"1,144,500",15.99,"412,592",6.60,"143,221",4.41,"143,525",4.86,"123,619",8.30,"199,268",0.16,"44,518",2.72,"180,329",0.00,"316,669",2.00,"389,131",10.72,"236,631",1.57,"28,445",2.20,"256,985",8.38,"28,203",1.59,"83,367",7.41,"147,080",1.06,"60,671",2.43,"337,734",4.72,"42,750",1.02,"1,076,578",6.02,"255,295",2.74,"20,761",0.56,"478,920",20.20,"116,633",5.65,"254,517",4.10,"196,339",3.36,"41,642",0.00,"175,956",0.01,"30,470",1.17,"149,540",3.91,"708,129",3.04,"120,816",1.11,"24,966",2.19,"367,077",1.17,"472,335",3.51,"52,889",6.81,"314,704",2.94,"31,338",0.02
     Social services and income maintenance:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Public welfare,"706,594,810",0.03,"6,759,024",0.08,"2,682,120",0.01,"15,117,530",0.01,"6,823,298",0.01,"122,547,624",0.00,"9,861,493",0.00,"3,889,706",0.01,"2,712,144",0.00,"3,759,609",0.00,"28,957,960",0.00,"12,698,558",0.03,"2,983,737",0.00,"2,731,715",0.00,"23,255,623",0.07,"13,955,843",0.03,"6,223,305",0.04,"4,445,231",0.03,"11,823,622",0.03,"12,241,618",0.00,"3,365,732",0.03,"13,182,500",0.00,"23,807,565",0.01,"17,420,090",0.50,"17,035,204",0.32,"6,264,833",0.00,"9,946,511",0.10,"2,268,621",0.00,"2,907,880",0.39,"4,279,607",0.00,"2,405,956",0.02,"18,805,686",0.01,"6,347,017",0.00,"76,217,805",0.06,"15,309,212",0.16,"1,546,975",0.00,"29,145,600",0.28,"6,790,086",0.01,"11,244,149",0.00,"31,622,178",0.00,"3,198,520",0.00,"8,043,294",0.02,"1,226,350",0.02,"11,295,749",0.16,"39,851,174",0.20,"4,054,324",0.02,"1,805,787",0.01,"12,636,804",0.32,"12,979,557",0.02,"4,584,727",0.00,"12,664,183",0.48,"871,374",0.07
                    Cash assistance payments,"23,234,222",0.11,"120,774",0.00,"120,962",0.00,"224,078",0.00,"6,250",0.00,"6,788,576",0.00,"76,584",0.13,"173,484",0.00,"35,717",0.00,"879,178",0.00,"171,936",0.00,"110,400",0.00,"25,665",0.00,"61,344",0.00,"113,517",0.00,"325,448",0.00,"240,578",0.00,"56,543",0.00,"176,441",0.00,"32,894",0.01,"48,971",0.33,"1,198,113",0.00,"529,252",0.00,"181,503",0.00,"766,166",1.81,"56,959",0.00,"67,166",0.00,0,0.00,0,0.00,"46,262",0.00,"48,918",0.14,"566,284",0.27,"54,704",0.00,"2,656,485",0.60,"443,261",2.37,"71,831",0.00,"454,898",0.04,"159,498",0.00,"255,122",0.00,"1,866,253",0.00,"23,510",0.00,"139,130",0.00,"93,978",0.00,"600,046",0.00,"1,773,923",0.01,"560,391",0.00,"23,138",0.00,"325,678",3.48,"162,033",0.00,"50,185",0.00,"270,164",0.17,30,0.00
                    Vendor payments,"588,275,981",0.00,"5,901,156",0.00,"2,140,689",0.00,"11,796,698",0.00,"6,252,544",0.00,"98,288,841",0.00,"8,178,305",0.00,"2,655,538",0.00,"2,359,603",0.00,"2,021,482",0.00,"25,763,847",0.00,"11,301,000",0.00,"2,462,517",0.00,"2,321,437",0.00,"19,732,932",0.00,"12,495,369",0.00,"5,447,983",0.00,"3,736,191",0.00,"10,818,464",0.00,"11,379,837",0.00,"2,411,007",0.00,"10,805,837",0.00,"21,517,606",0.00,"13,572,776",0.00,"13,782,592",0.04,"5,835,268",0.00,"9,231,824",0.00,"2,107,305",0.00,"2,046,791",0.00,"3,525,023",0.00,"1,824,654",0.01,"15,979,591",0.01,"5,671,846",0.00,"63,115,997",0.01,"13,348,062",0.00,"1,239,549",0.00,"25,340,523",0.00,"5,656,571",0.00,"6,830,546",0.01,"25,232,102",0.00,"2,887,417",0.00,"7,085,905",0.00,"1,019,770",0.00,"9,522,426",0.00,"33,616,076",0.04,"3,060,240",0.00,"1,115,648",0.00,"10,156,858",0.03,"11,333,394",0.00,"3,886,579",0.00,"9,798,085",0.00,"663,678",0.00
                    Other public welfare,"95,084,607",0.19,"737,094",0.76,"420,469",0.04,"3,096,754",0.03,"564,504",0.07,"17,470,207",0.01,"1,606,603",0.02,"1,060,684",0.04,"316,824",0.00,"858,949",0.00,"3,022,177",0.02,"1,287,158",0.31,"495,555",0.00,"348,934",0.00,"3,409,174",0.49,"1,135,026",0.38,"534,744",0.48,"652,497",0.21,"828,717",0.44,"828,887",0.00,"905,754",0.13,"1,178,550",0.00,"1,760,707",0.11,"3,665,811",2.36,"2,486,447",2.14,"372,606",0.03,"647,521",1.55,"161,316",0.00,"861,089",1.31,"708,322",0.00,"532,384",0.10,"2,259,811",0.07,"620,467",0.00,"10,445,323",0.41,"1,517,889",1.47,"235,595",0.00,"3,350,179",2.42,"974,017",0.10,"4,158,481",0.00,"4,523,823",0.00,"287,593",0.00,"818,259",0.21,"112,602",0.23,"1,173,278",1.56,"4,461,174",1.75,"433,693",0.15,"667,001",0.03,"2,154,268",1.79,"1,484,130",0.15,"647,963",0.01,"2,595,934",2.32,"207,666",0.31
               Hospitals,"200,953,089",0.18,"6,648,880",0.33,"467,788",0.00,"708,375",2.09,"1,371,086",1.55,"30,422,716",0.38,"2,744,524",1.60,"1,447,957",0.00,"80,689",0.00,"357,699",0.00,"10,247,552",0.07,"5,424,329",1.17,"552,966",0.00,"729,374",0.09,"3,407,544",3.65,"5,630,672",1.54,"4,158,319",1.78,"3,335,781",1.46,"2,605,684",0.01,"2,902,548",1.22,"188,258",0.00,"605,003",0.00,"1,612,105",0.00,"5,420,878",2.84,"2,040,417",3.12,"4,030,394",0.14,"4,105,978",2.88,"146,184",0.75,"783,243",1.49,"1,119,255",0.00,"63,389",0.00,"2,624,584",0.00,"1,383,268",0.00,"18,019,454",0.02,"10,872,220",0.03,"49,414",0.00,"5,246,757",0.42,"1,303,810",1.87,"3,002,376",0.40,"4,713,191",0.00,"56,365",0.00,"6,690,684",0.03,"136,536",0.05,"4,051,207",2.20,"19,777,292",0.77,"2,494,212",0.00,"22,769",0.00,"5,826,208",0.00,"7,265,843",0.54,"374,624",0.00,"2,442,240",0.65,"1,240,447",0.17
                    Capital outlay,"9,002,508",0.35,"347,244",0.02,"8,231",0.00,"32,679",0.00,"46,534",0.00,"1,305,909",0.05,"151,902",1.65,"40,602",0.00,269,0.00,"98,283",0.00,"572,400",0.00,"142,404",0.32,"5,276",0.00,"61,654",0.00,"35,264",13.07,"384,543",0.82,"211,021",6.01,"260,643",1.85,"144,818",0.00,"111,130",0.00,"1,026",0.00,"6,702",0.00,"56,135",0.00,"23,202",0.00,"56,044",25.78,"154,110",3.28,"211,632",0.00,"1,618",0.00,"55,388",3.06,"49,067",0.00,"1,047",0.00,"2,808",0.00,"31,797",0.00,"1,169,763",0.00,"439,879",0.80,47,0.00,"225,315",1.63,"45,962",0.00,"347,449",0.34,"200,629",0.00,"3,373",0.00,"186,407",0.00,"21,022",0.00,"281,335",0.05,"651,285",3.27,"152,585",0.00,19,0.00,"256,300",0.00,"253,362",2.04,"1,985",0.00,"89,370",0.00,"65,039",0.30
               Health,"106,109,709",0.38,"883,568",1.74,"295,334",0.28,"855,510",0.04,"278,238",1.27,"26,205,010",0.82,"743,157",0.94,"1,028,280",0.14,"532,632",0.00,"739,427",0.00,"5,792,478",0.81,"2,335,660",1.52,"569,558",0.00,"287,426",0.07,"2,078,930",1.42,"976,582",1.03,"423,936",3.79,"715,006",1.84,"799,508",2.47,"784,257",0.07,"273,256",1.71,"1,790,961",0.02,"1,820,469",0.27,"4,336,633",4.30,"1,468,180",2.65,"441,289",0.31,"2,391,875",0.12,"398,870",0.11,"322,887",0.22,"450,824",0.28,"172,668",1.01,"2,247,275",0.44,"491,331",0.13,"7,239,784",1.52,"4,097,849",0.67,"191,067",2.18,"3,241,484",4.31,"1,094,002",1.14,"1,738,944",0.68,"5,733,122",0.08,"263,521",0.00,"1,446,180",0.02,"124,054",7.31,"1,789,336",0.98,"6,403,281",3.00,"828,881",0.11,"397,702",0.29,"2,417,326",2.22,"3,956,770",1.21,"279,061",0.22,"1,345,652",3.22,"590,677",0.03
               Employment security administration,"3,938,207",0.00,"96,328",0.00,"53,215",0.00,"111,827",0.00,"90,015",0.00,"299,604",0.00,"59,478",0.00,"20,868",0.00,"16,540",0.00,"44,331",0.00,"305,179",0.00,"30,598",0.00,"6,883",0.00,"8,162",0.00,"45,692",0.00,"79,292",0.00,"51,413",0.00,"31,485",0.00,"114,423",0.00,"111,263",0.00,"62,218",0.00,"47,424",0.00,"185,244",0.00,"176,744",0.00,"42,130",0.00,"35,341",0.00,"41,464",0.00,"42,928",0.00,"44,487",0.00,"64,348",0.00,"22,720",0.00,"200,898",0.00,"10,669",0.00,"206,733",0.00,"103,147",0.00,"15,278",0.00,"118,942",0.00,"75,543",0.00,"51,799",0.00,"102,562",0.00,"40,772",0.00,"98,397",0.00,"11,153",0.00,"59,090",0.00,"91,145",0.00,"11,096",0.00,"1,734",0.00,"78,147",0.00,"175,531",0.00,"20,612",0.00,"86,492",0.00,"36,823",0.00
               Veterans' services,"1,228,709",0.00,"6,757",0.00,0,0.00,"8,689",0.00,"1,850",0.00,"19,058",0.00,"2,686",0.00,"25,598",0.00,0,0.00,0,0.00,"11,857",0.00,"11,261",0.00,0,0.00,0,0.00,"14,461",0.00,"8,230",0.00,"1,665",0.00,"10,435",0.00,"53,330",0.00,"7,217",0.00,366,0.00,"2,464",0.00,"6,573",0.00,0,0.00,"31,239",0.00,"26,953",0.00,910,0.00,"2,295",0.00,"2,686",0.00,521,0.00,"1,225",0.00,"13,648",0.00,"4,503",0.00,"6,469",0.00,"9,347",0.00,652,0.00,"31,117",0.00,"15,785",0.00,"7,678",0.00,"6,932",0.00,0,0.00,0,0.00,"1,430",0.00,"5,844",0.00,"784,964",0.00,"3,785",0.00,"1,073",0.00,"30,499",0.00,"14,061",0.00,"12,967",0.00,"19,508",0.00,121,0.00
     Transportation:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Highways,"194,537,584",0.41,"2,841,605",0.98,"1,576,388",0.28,"2,674,638",0.96,"2,006,317",0.81,"18,076,883",3.65,"3,396,314",1.40,"2,112,315",0.67,"763,131",0.00,"601,126",0.00,"11,169,297",1.09,"4,374,691",1.16,"760,819",0.00,"1,017,178",1.12,"7,901,913",1.78,"2,734,105",0.77,"2,854,611",1.36,"1,715,362",2.03,"2,140,003",0.47,"2,235,716",2.04,"976,792",2.44,"3,729,849",0.44,"3,427,420",0.75,"4,660,963",2.13,"5,019,315",2.18,"1,751,825",0.83,"2,598,661",3.74,"864,154",0.12,"1,650,688",2.96,"2,101,713",0.07,"752,278",1.75,"3,994,505",1.21,"955,709",0.23,"14,916,768",1.02,"5,746,198",0.50,"1,423,180",1.13,"6,037,271",1.96,"2,566,872",0.42,"2,105,480",0.78,"10,896,458",1.29,"548,502",0.00,"2,326,026",0.78,"911,368",1.40,"2,571,753",2.43,"21,927,912",0.92,"1,972,210",0.47,"640,827",1.46,"5,596,848",0.48,"4,379,205",1.22,"1,319,761",0.26,"4,549,156",2.89,"665,504",0.29
                    Capital outlay,"112,088,193",0.56,"1,562,417",1.04,"676,698",0.61,"1,493,588",1.43,"1,232,577",0.37,"6,820,234",8.17,"1,665,067",2.49,"1,126,117",1.17,"506,704",0.00,"369,311",0.00,"7,402,028",1.30,"2,574,353",1.67,"335,667",0.00,"572,770",0.53,"4,621,882",1.62,"1,568,830",0.54,"1,562,837",1.16,"866,243",1.38,"1,245,058",0.40,"1,284,056",3.38,"331,541",3.45,"1,983,504",0.66,"1,661,572",0.63,"1,618,033",2.85,"2,958,827",1.81,"845,855",1.28,"1,200,830",1.71,"379,946",0.05,"879,973",2.73,"1,268,549",0.00,"277,337",0.88,"2,328,503",1.45,"487,003",0.34,"9,738,752",0.75,"4,127,206",0.25,"872,298",1.56,"3,557,253",1.10,"1,671,397",0.42,"816,402",1.26,"7,092,762",0.39,"294,835",0.00,"1,513,937",1.14,"504,732",2.05,"1,368,063",3.84,"16,374,625",1.09,"1,099,716",0.68,"270,281",0.91,"3,171,736",0.20,"2,152,090",2.28,"615,863",0.07,"2,793,828",4.27,"344,507",0.51
               Air transportation (airports),"28,623,705",0.32,"102,374",0.62,"403,433",0.06,"713,812",1.71,"131,288",2.38,"5,235,669",0.65,"844,897",0.09,"29,729",0.00,"7,896",0.00,0,0.00,"2,988,948",1.09,"866,324",0.27,"678,573",0.00,"56,674",0.88,"1,748,454",2.30,"211,610",1.94,"128,756",6.16,"120,059",1.24,"197,612",0.14,"490,647",0.08,"54,705",3.33,"321,523",0.06,"622,141",0.02,"575,318",8.94,"521,143",0.69,"86,982",7.75,"346,448",0.82,"61,701",0.12,"88,954",0.35,"396,750",0.00,"46,238",0.63,"42,955",2.50,"91,280",0.11,"2,737,050",0.36,"620,013",0.70,"75,829",0.34,"327,901",0.50,"133,604",4.22,"390,178",0.47,"671,975",3.34,"50,865",0.00,"151,086",0.03,"67,108",0.59,"484,641",0.74,"1,993,207",0.82,"680,563",0.32,"41,050",0.00,"751,991",3.16,"689,391",0.20,"57,390",3.65,"324,659",0.93,"162,314",10.62
               Parking facilities,"2,203,156",1.35,"15,917",0.00,"11,962",0.39,"10,516",3.38,"2,758",0.20,"505,392",5.40,"55,934",5.06,"59,118",0.01,"10,718",0.00,"35,421",0.00,"202,787",3.91,"9,817",16.10,"3,896",0.00,888,0.00,"61,422",4.72,"18,258",6.33,"26,353",0.17,"5,336",0.00,"66,218",0.00,"14,964",0.00,"5,201",2.46,"53,112",0.48,"16,105",0.18,"48,118",0.40,"72,865",0.00,"1,329",0.00,"21,546",6.28,"7,133",0.00,"13,644",0.00,"9,925",0.00,"15,688",0.00,"73,408",6.25,"7,466",0.00,"93,992",4.87,"46,159",0.30,"2,753",12.22,"50,223",0.48,"12,078",2.83,"20,197",0.29,"218,366",1.74,"3,521",0.00,"31,224",2.23,"4,018",1.39,"16,138",9.63,"30,996",0.01,"2,588",1.36,"8,362",0.00,"91,128",0.07,"28,536",0.71,"7,011",0.00,"71,829",1.42,820,0.00
               Sea and inland port facilities,"6,314,398",1.07,"92,201",0.00,"128,106",4.41,0,0.00,"3,771",14.55,"1,333,782",1.67,0,0.00,"1,840",0.00,"55,656",0.00,0,0.00,"523,587",0.87,"323,906",0.00,"123,165",0.00,"1,892",0.00,2,0.00,"20,141",0.00,0,0.00,0,0.00,"92,683",33.58,"456,832",0.00,"4,107",3.19,"136,359",0.00,"112,392",0.36,"11,888",0.00,"57,416",0.06,"54,034",1.36,199,0.00,"2,861",0.00,0,0.00,0,0.00,11,0.00,"39,340",0.00,0,0.00,"297,994",5.65,"81,714",0.00,0,0.00,"29,974",8.76,"7,548",0.00,"146,448",19.94,"97,445",1.23,"2,554",0.00,"401,950",0.00,0,0.00,"2,113",0.00,"603,537",5.66,0,0.00,0,0.00,"614,709",0.00,"435,878",6.34,0,0.00,"16,364",1.90,0,0.00
     Public safety:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Police protection,"118,559,271",0.67,"1,303,635",3.62,"444,859",0.72,"2,398,553",0.91,"725,178",3.00,"20,356,461",3.50,"2,049,535",2.13,"1,225,671",0.21,"358,715",0.00,"627,829",0.00,"8,870,403",1.79,"2,772,653",1.74,"487,077",0.00,"456,993",0.72,"5,693,214",1.91,"1,512,012",1.48,"837,998",2.24,"850,482",1.30,"773,054",1.36,"1,555,273",1.52,"311,589",1.59,"2,776,640",0.67,"2,327,960",0.87,"2,735,818",1.94,"2,159,896",0.90,"769,490",1.84,"1,866,004",2.11,"345,079",0.37,"529,024",1.27,"1,360,243",0.00,"463,221",1.76,"3,495,443",2.76,"717,209",0.34,"10,702,712",0.57,"3,272,056",1.56,"234,245",0.42,"3,821,803",1.67,"1,026,589",2.11,"1,434,948",1.29,"3,864,430",1.81,"475,981",0.00,"1,322,637",1.29,"219,909",0.25,"2,180,641",3.52,"8,536,062",2.05,"810,722",1.36,"205,852",0.92,"2,553,764",1.29,"2,245,330",3.12,"409,341",1.44,"1,865,706",1.45,"219,332",0.50
               Fire protection,"51,006,012",1.33,"534,330",3.51,"227,235",0.43,"1,153,138",2.24,"326,446",2.47,"9,113,197",6.50,"1,025,406",9.32,"596,717",2.98,"38,294",0.00,"317,468",0.00,"4,089,285",2.67,"1,177,644",2.67,"256,643",0.00,"196,375",3.22,"2,610,761",4.30,"802,877",3.76,"280,186",3.45,"363,310",1.41,"417,177",4.00,"709,364",0.58,"192,275",5.33,"1,230,377",0.08,"1,363,070",1.36,"1,075,404",3.07,"515,291",4.58,"286,296",3.67,"827,658",6.22,"104,992",5.28,"290,251",14.47,"568,776",0.17,"249,304",1.91,"936,565",4.49,"322,758",0.39,"4,033,026",2.32,"1,103,388",2.49,"60,969",11.96,"2,040,566",5.02,"564,649",3.37,"797,613",7.35,"907,557",4.14,"314,456",0.75,"638,446",7.34,"63,748",7.65,"770,890",3.56,"3,589,236",4.12,"301,106",1.63,"74,472",8.31,"1,450,791",1.52,"1,187,546",9.50,"130,437",0.65,"692,883",3.20,"85,365",7.84
               Correction,"81,524,313",0.15,"775,193",1.67,"443,122",0.00,"1,722,728",0.05,"509,244",1.15,"15,538,360",0.11,"1,359,858",0.00,"616,281",0.00,"340,098",0.00,"252,810",0.00,"4,842,769",0.00,"2,134,771",0.88,"228,042",0.00,"428,917",0.00,"2,708,608",0.19,"1,146,063",1.29,"446,601",2.25,"564,188",6.07,"900,191",1.36,"920,804",0.05,"236,840",0.00,"1,890,761",0.00,"1,501,681",0.00,"2,494,881",0.77,"1,134,285",2.01,"517,205",0.91,"957,973",1.84,"264,164",0.00,"528,484",0.68,"789,904",0.00,"219,086",0.00,"2,041,110",0.01,"725,365",0.00,"6,224,562",0.26,"2,039,812",1.14,"174,106",0.01,"2,203,933",0.79,"767,349",0.00,"1,373,984",0.04,"3,722,268",0.00,"241,184",0.00,"782,845",0.00,"185,429",0.00,"1,170,253",0.90,"6,161,625",1.27,"588,254",0.00,"143,420",0.00,"2,706,513",1.83,"1,774,778",0.20,"363,783",0.00,"1,513,986",1.43,"205,842",3.63
                    Capital outlay,"2,353,907",1.99,"13,109",0.00,"4,872",0.00,"28,196",0.00,"10,246",0.09,"717,949",0.00,"8,791",0.00,"5,069",0.00,"4,661",0.00,"2,498",0.00,"114,188",0.00,"77,197",1.03,"2,566",0.00,"12,419",0.00,"51,784",0.01,"19,755",1.58,"3,523",0.00,"43,716",75.22,"19,838",4.68,"26,433",0.00,"1,811",0.00,"38,905",0.00,"47,388",0.00,"22,070",7.27,"34,008",46.98,"6,120",0.26,"7,937",1.11,"6,696",0.00,"10,048",0.35,"25,175",0.00,"14,880",0.00,"30,528",0.00,"12,526",0.00,"182,948",0.64,"77,758",29.33,"13,910",0.00,"135,024",0.12,"16,450",0.00,"24,368",0.00,"76,142",0.00,"5,067",0.00,"28,071",0.00,"1,379",0.00,"15,833",6.03,"120,257",10.22,"42,754",0.00,"1,182",0.00,"80,406",1.20,"53,105",0.00,"7,200",0.00,"44,081",30.22,"3,070",0.00
               Protective inspection and regulation,"14,751,138",1.08,"158,850",1.14,"50,686",0.06,"210,093",0.69,"94,940",0.30,"4,542,033",3.42,"129,398",2.12,"103,692",0.97,"67,409",0.00,"121,079",0.00,"830,735",2.73,"163,104",3.32,"71,551",0.00,"71,647",1.55,"238,882",2.17,"135,537",0.17,"105,488",1.00,"94,396",1.02,"128,404",0.10,"118,129",0.08,"49,271",1.36,"282,111",0.65,"306,976",1.58,"503,242",1.57,"145,714",0.39,"100,133",0.62,"106,998",3.17,"39,109",0.02,"77,498",2.58,"191,131",0.00,"62,382",0.44,"457,417",2.18,"57,146",0.00,"769,963",1.54,"332,406",1.91,"42,177",0.13,"325,644",0.99,"146,418",0.19,"378,662",1.28,"383,429",1.95,"30,766",0.00,"142,422",0.62,"38,359",0.06,"147,867",2.34,"901,140",2.10,"90,368",0.81,"37,524",0.00,"305,689",0.65,"532,813",0.66,"77,974",0.14,"215,535",1.02,"36,801",0.10
     Environment and housing:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Natural resources,"32,474,416",0.71,"249,973",0.60,"546,156",0.13,"524,490",4.77,"370,589",2.37,"6,789,818",1.65,"576,559",5.93,"199,437",0.25,"82,157",0.15,"86,889",0.00,"4,110,248",2.88,"592,962",0.43,"156,749",0.00,"332,779",6.10,"678,450",2.59,"459,916",3.83,"591,493",1.90,"273,562",2.89,"427,335",0.26,"1,084,059",0.02,"152,485",1.09,"696,232",0.63,"263,037",0.31,"466,047",0.38,"849,431",4.76,"318,182",1.09,"379,915",0.77,"352,431",1.16,"306,056",2.25,"347,505",1.16,"66,063",1.88,"525,165",0.22,"309,819",4.22,"544,472",1.95,"659,461",1.40,"360,637",4.43,"436,443",1.37,"180,589",0.00,"592,956",8.63,"800,087",0.69,"87,545",0.37,"250,686",1.67,"191,186",1.70,"419,499",0.37,"1,651,107",6.66,"308,405",2.71,"110,691",0.10,"311,530",1.30,"1,329,606",5.44,"230,084",0.00,"643,984",2.66,"199,461",2.46
                    Capital outlay,"5,277,936",1.67,"23,005",0.00,"45,736",0.00,"50,258",4.59,"68,792",5.20,"880,693",2.10,"68,502",0.00,"33,056",0.00,"10,343",0.00,"7,916",0.00,"846,522",7.24,"65,691",0.76,"39,039",0.00,"21,799",6.90,"74,001",1.32,"52,493",29.18,"150,099",5.90,"14,128",1.73,"26,135",3.06,"479,222",0.00,"11,543",13.91,"173,476",0.51,"46,104",0.29,"19,914",0.00,"116,098",14.12,"47,180",0.29,"32,033",2.88,"20,720",0.10,"45,614",12.52,"145,720",1.21,"13,820",0.00,"68,636",0.00,"36,952",28.82,"84,946",8.38,"126,458",0.35,"80,830",0.73,"27,343",2.65,"28,277",0.00,"41,132",17.53,"100,289",0.23,"12,609",0.00,"34,296",0.00,"7,722",1.70,"28,775",0.00,"531,997",9.34,"33,584",8.57,"4,523",0.00,"41,946",0.00,"264,365",6.80,"30,090",0.00,"39,546",2.23,"23,966",15.84
               Parks and recreation,"45,941,390",1.28,"493,043",4.31,"127,681",1.45,"819,983",2.45,"255,481",2.95,"6,296,071",5.07,"1,787,551",20.07,"264,865",1.00,"79,606",0.00,"333,052",0.00,"3,550,863",3.66,"1,183,873",3.46,"315,937",0.00,"197,841",1.10,"3,019,939",6.41,"554,396",2.93,"362,580",3.15,"390,677",1.86,"405,415",1.75,"766,276",3.14,"100,843",2.72,"1,062,136",0.93,"512,651",1.70,"1,151,443",2.10,"1,358,400",0.95,"246,383",3.81,"740,428",2.52,"105,805",0.74,"268,772",6.92,"718,103",0.00,"119,347",2.13,"655,281",2.82,"343,015",0.27,"3,068,636",1.34,"1,180,082",2.69,"258,483",9.11,"1,772,777",9.36,"529,949",2.66,"728,804",3.37,"1,080,854",2.63,"82,963",0.00,"623,893",2.98,"163,323",0.51,"619,176",4.85,"2,776,093",2.64,"586,951",3.35,"66,927",1.72,"1,138,896",1.34,"1,523,658",7.69,"228,776",0.83,"778,424",4.36,"144,986",4.06
                    Capital outlay,"10,374,886",4.01,"111,527",13.33,"19,581",1.16,"112,288",14.93,"43,003",4.12,"848,771",6.64,"610,784",57.40,"33,778",6.44,"15,381",0.00,"130,198",0.00,"953,783",10.16,"446,834",7.73,"85,318",0.00,"45,017",0.75,"634,028",10.88,"65,791",5.54,"36,515",3.51,"82,856",7.34,"55,155",3.76,"158,965",14.79,"11,460",2.59,"72,120",2.50,"115,764",0.74,"364,202",3.72,"365,112",1.06,"52,003",15.11,"157,459",4.45,"30,069",0.13,"92,812",19.01,"192,549",0.00,"6,226",0.56,"86,535",9.65,"76,618",0.03,"896,352",1.04,"289,291",2.46,"61,239",24.49,"522,731",30.21,"191,799",4.17,"91,065",4.73,"219,823",7.03,"5,087",0.00,"104,754",2.81,"26,213",0.65,"104,429",5.97,"679,148",6.41,"114,184",11.21,"8,919",0.70,"216,664",3.13,"410,747",8.11,"52,517",0.00,"244,948",12.66,"22,474",6.64
